,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAARAAPEI-220-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAABRAAPEI-221-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAACRAAPEI-222-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAGRAAPEI-201-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAHRAAPEI-202-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAIRAAPEI-205-counts.tsv
ENSG00000112837,0,0,0,0,0,0
ENSG00000112851,2846,2334,2333,1891,3051,2231
ENSG00000112852,470,389,369,378,508,373
ENSG00000112855,1153,903,839,665,1080,744
ENSG00000112874,702,541,567,401,662,475
ENSG00000112877,442,338,379,337,509,358
ENSG00000112893,2313,1857,1999,1748,2648,2002
ENSG00000112902,79,63,64,55,87,60
ENSG00000112936,0,0,0,0,0,0
ENSG00000112941,1906,1622,1684,1442,2381,1651
ENSG00000112964,340,284,318,267,394,296
ENSG00000112972,7183,5575,5729,5698,9513,6733
ENSG00000112977,3877,3274,3236,3017,4519,3219
ENSG00000112981,2,6,1,2,1,2
ENSG00000112983,2112,1768,1853,1301,2226,1617
ENSG00000112984,2939,3020,3564,2027,3648,3016
ENSG00000112992,3534,2860,2971,2556,3951,2881
ENSG00000112996,2698,2003,2165,1695,2587,1855
ENSG00000113013,19268,15381,14639,14506,23154,15838
ENSG00000113048,2179,1725,1647,1601,2358,1646
ENSG00000113068,881,734,727,636,1031,713
ENSG00000113070,52,33,39,60,85,58
ENSG00000113073,5,3,4,5,5,4
ENSG00000113083,18,20,8,8,9,7
ENSG00000113088,0,0,0,0,0,0
ENSG00000113100,0,2,0,0,0,0
ENSG00000113108,602,408,444,392,634,411
ENSG00000113119,478,396,419,340,483,367
ENSG00000113140,3,4,6,5,2,3
ENSG00000113141,1828,1612,1582,1294,2009,1502
ENSG00000113161,2962,2354,2406,2487,4395,3059
ENSG00000113163,1376,1067,1139,1009,1582,1171
ENSG00000113194,2723,2213,2131,1884,3130,2121
ENSG00000113196,0,0,0,0,0,0
ENSG00000113205,15,6,11,7,7,11
ENSG00000113209,387,377,380,308,431,349
ENSG00000113211,35,26,27,18,37,37
ENSG00000113212,3,3,1,1,7,2
ENSG00000113231,30,31,38,20,43,27
ENSG00000113240,435,331,342,224,381,289
ENSG00000113248,36,17,41,16,38,27
ENSG00000113249,0,0,1,0,0,0
ENSG00000113262,0,0,0,0,0,0
ENSG00000113263,0,5,0,3,2,2
ENSG00000113269,1836,1371,1371,1255,1993,1439
ENSG00000113272,342,272,266,272,441,300
ENSG00000113273,262,217,246,210,325,208
ENSG00000113282,3271,2614,2631,2274,3662,2574
ENSG00000113296,4,1,2,2,3,0
ENSG00000113300,2289,1906,1872,1614,2543,1819
ENSG00000113302,0,0,0,0,0,0
ENSG00000113303,0,0,0,0,0,0
ENSG00000113312,1248,1023,1025,840,1460,940
ENSG00000113318,756,705,631,583,882,603
ENSG00000113319,6,9,5,8,9,8
ENSG00000113327,80,87,55,62,101,67
ENSG00000113328,2374,2000,2087,1691,2636,2018
ENSG00000113356,326,299,267,228,364,261
ENSG00000113360,1709,1329,1369,1263,1820,1362
ENSG00000113361,0,0,0,0,0,0
ENSG00000113368,6796,5305,5505,4553,7125,5244
ENSG00000113369,275,228,243,117,227,160
ENSG00000113384,3163,2536,2490,2373,3694,2687
ENSG00000113387,5226,4624,4252,3735,6429,4419
ENSG00000113389,336,265,287,253,375,269
ENSG00000113391,348,295,304,252,384,306
ENSG00000113396,737,673,639,543,958,609
ENSG00000113407,5013,4185,4056,3257,5536,3856
ENSG00000113430,237,148,174,134,210,120
ENSG00000113441,1315,1054,1099,1025,1500,1175
ENSG00000113448,343,294,263,313,536,387
ENSG00000113456,1487,1064,1115,954,1475,1068
ENSG00000113460,1925,1521,1355,1073,2078,1263
ENSG00000113492,1,0,0,0,0,0
ENSG00000113494,3813,3140,3195,2773,4538,3017
ENSG00000113504,1000,693,857,880,1200,825
ENSG00000113520,1,0,2,0,0,0
ENSG00000113522,1439,1191,1151,1097,1762,1236
ENSG00000113525,0,1,1,0,1,1
ENSG00000113532,536,454,433,354,621,492
ENSG00000113552,1025,785,892,667,1090,745
ENSG00000113555,13,20,13,16,23,18
ENSG00000113558,5868,4775,4440,4084,6671,4727
ENSG00000113569,2864,2421,2340,2262,3460,2364
ENSG00000113575,4023,3324,3115,2740,4562,3164
ENSG00000113578,1,0,2,0,1,2
ENSG00000113580,758,676,643,676,978,664
ENSG00000113583,1748,1470,1371,1187,1889,1369
ENSG00000113593,1061,924,849,647,1144,799
ENSG00000113594,1569,1295,1334,1159,1896,1425
ENSG00000113595,360,323,324,226,400,237
ENSG00000113597,683,538,574,439,690,487
ENSG00000113600,0,0,0,0,0,0
ENSG00000113615,1703,1327,1353,1212,1968,1367
ENSG00000113621,1184,964,956,800,1312,976
ENSG00000113638,386,271,286,237,399,347
ENSG00000113643,2965,2460,2372,2035,3253,2243
ENSG00000113645,1694,1383,1357,1401,1956,1420
ENSG00000113648,6561,5164,5325,4801,7211,5298
ENSG00000113649,3131,2527,2414,2120,3275,2366
ENSG00000113657,4,1,1,1,2,5
ENSG00000113658,1581,1294,1266,1018,1800,1248
ENSG00000113712,3317,2655,2739,2405,3779,2700
ENSG00000113716,1211,1039,988,993,1481,1047
ENSG00000113719,4337,3288,3663,3236,4626,3365
ENSG00000113721,0,0,1,1,0,1
ENSG00000113722,0,2,0,0,0,0
ENSG00000113732,2450,2101,2173,1757,3003,1996
ENSG00000113734,387,311,281,224,431,298
ENSG00000113739,3511,2631,2612,2237,3165,2337
ENSG00000113742,352,318,296,374,580,421
ENSG00000113749,1,1,4,0,2,0
ENSG00000113758,1737,1215,1502,1249,1890,1369
ENSG00000113761,607,476,433,388,564,414
ENSG00000113763,68,58,62,61,102,64
ENSG00000113790,168,135,132,119,203,139
ENSG00000113805,0,0,0,0,0,0
ENSG00000113810,6845,5836,5888,4641,7655,5771
ENSG00000113811,649,540,588,598,949,749
ENSG00000113812,665,572,573,410,722,510
ENSG00000113838,435,302,302,257,422,253
ENSG00000113845,2296,1889,1934,1661,2629,1849
ENSG00000113851,909,767,724,641,1068,763
ENSG00000113889,2,0,1,0,0,3
ENSG00000113905,0,0,1,0,0,0
ENSG00000113916,264,193,220,226,355,286
ENSG00000113924,267,189,215,186,296,203
ENSG00000113946,0,0,0,0,0,0
ENSG00000113966,81,71,61,53,76,67
ENSG00000113971,197,152,156,124,201,164
ENSG00000114013,0,1,0,0,0,1
ENSG00000114019,1786,1386,1428,1522,2169,1676
ENSG00000114021,2846,2314,2336,1957,3227,2247
ENSG00000114023,1291,1010,1008,890,1555,1040
ENSG00000114026,851,572,727,579,917,649
ENSG00000114030,2259,1770,1714,1532,2380,1656
ENSG00000114054,1409,1101,1112,1005,1439,1132
ENSG00000114062,1859,1487,1560,1381,2128,1467
ENSG00000114098,1423,1180,1174,959,1559,1134
ENSG00000114107,741,617,654,461,860,658
ENSG00000114113,0,2,3,3,10,4
ENSG00000114115,28,10,20,7,31,18
ENSG00000114120,2960,2434,2352,1742,3133,2252
ENSG00000114124,2,2,1,1,0,1
ENSG00000114125,2153,1843,1752,1391,2191,1528
ENSG00000114126,1184,957,1048,873,1417,978
ENSG00000114127,1332,1068,1080,963,1603,1295
ENSG00000114166,769,632,584,556,883,636
ENSG00000114200,2,3,4,7,1,3
ENSG00000114204,0,0,0,0,0,0
ENSG00000114209,1458,1305,1194,905,1691,1217
ENSG00000114248,0,0,0,0,1,0
ENSG00000114251,18,9,4,12,9,5
ENSG00000114268,284,242,262,164,291,227
ENSG00000114270,838,634,693,637,958,678
ENSG00000114279,53,44,46,42,48,32
ENSG00000114302,905,811,713,748,1111,802
ENSG00000114315,953,805,952,679,1154,883
ENSG00000114316,959,739,814,723,1100,814
ENSG00000114331,2713,2186,2116,1934,3200,2179
ENSG00000114346,5332,4877,4918,3917,6712,5142
ENSG00000114349,2,2,1,3,6,2
ENSG00000114353,3565,2867,3164,2687,4358,3276
ENSG00000114354,4340,3454,3431,3030,5034,3585
ENSG00000114374,0,0,0,0,0,0
ENSG00000114378,10,10,11,9,12,5
ENSG00000114383,827,567,664,619,829,581
ENSG00000114388,428,312,374,257,405,258
ENSG00000114391,20750,17375,16713,15055,23985,17413
ENSG00000114395,232,198,217,158,265,176
ENSG00000114405,5185,4081,3986,3510,5782,4022
ENSG00000114416,3472,2870,2915,2289,3767,2895
ENSG00000114423,327,258,253,209,371,284
ENSG00000114439,3682,2925,3038,2477,4110,3073
ENSG00000114446,1312,1028,1046,948,1563,1094
ENSG00000114450,1165,937,914,748,1267,936
ENSG00000114455,3,0,0,2,1,0
ENSG00000114473,144,106,107,95,149,113
ENSG00000114480,937,779,771,668,1131,800
ENSG00000114487,0,0,0,0,0,0
ENSG00000114491,1862,1465,1364,1301,1791,1319
ENSG00000114503,4634,3520,3430,2947,4950,3571
ENSG00000114520,1323,1127,1027,887,1497,1031
ENSG00000114529,112,88,91,90,159,104
ENSG00000114541,359,295,310,537,978,624
ENSG00000114544,872,626,749,659,920,699
ENSG00000114547,4,2,2,0,3,1
ENSG00000114554,4957,3696,4157,3871,5280,3965
ENSG00000114573,3234,2708,2698,2337,3655,2625
ENSG00000114626,143,88,107,81,126,104
ENSG00000114631,1481,1103,1109,1141,1460,1009
ENSG00000114638,0,0,1,2,1,2
ENSG00000114646,124,81,106,98,136,81
ENSG00000114648,554,459,402,395,530,442
ENSG00000114650,1650,1236,1447,1387,1854,1410
ENSG00000114654,12,19,8,4,12,10
ENSG00000114656,42,26,33,35,48,39
ENSG00000114670,53,44,54,38,65,34
ENSG00000114686,5542,4519,4233,3907,6250,4419
ENSG00000114698,8,6,3,6,10,5
ENSG00000114735,581,444,501,403,668,476
ENSG00000114737,589,458,479,309,444,311
ENSG00000114738,1105,822,872,818,1172,837
ENSG00000114739,442,381,364,331,388,344
ENSG00000114742,572,507,509,398,646,497
ENSG00000114744,746,676,665,502,854,639
ENSG00000114745,988,761,856,713,1022,799
ENSG00000114757,12,16,13,15,25,17
ENSG00000114767,884,655,632,719,942,589
ENSG00000114770,5429,4080,4264,4210,6140,4479
ENSG00000114771,3,5,7,3,13,3
ENSG00000114779,453,369,409,313,494,356
ENSG00000114784,505,362,404,353,616,466
ENSG00000114786,6,1,1,9,4,4
ENSG00000114790,1236,944,1006,891,1364,934
ENSG00000114796,140,153,149,94,215,144
ENSG00000114805,178,175,178,123,238,177
ENSG00000114812,752,591,676,555,880,607
ENSG00000114841,366,270,269,247,377,279
ENSG00000114850,4842,3944,4024,3413,5555,4051
ENSG00000114853,23,25,34,21,39,23
ENSG00000114854,2,4,5,0,5,1
ENSG00000114857,3237,2619,2703,2144,3636,2502
ENSG00000114859,419,294,317,358,532,410
ENSG00000114861,1097,891,980,787,1279,906
ENSG00000114867,21877,17433,17443,16934,23356,16740
ENSG00000114902,2550,2129,2111,1895,3018,2156
ENSG00000114904,593,505,511,442,730,536
ENSG00000114923,466,313,350,257,429,325
ENSG00000114933,533,384,340,367,591,426
ENSG00000114942,12208,9977,9736,9005,14413,9933
ENSG00000114948,0,1,1,0,3,0
ENSG00000114956,1008,795,859,800,1267,900
ENSG00000114978,6516,5243,5410,4584,7177,4957
ENSG00000114982,1563,1188,1141,1016,1526,1177
ENSG00000114988,551,485,438,379,546,475
ENSG00000114993,2175,1699,1872,1505,2274,1694
ENSG00000114999,1863,1539,1567,1284,2005,1421
ENSG00000115008,3,3,1,4,3,0
ENSG00000115009,0,1,0,0,0,0
ENSG00000115020,1087,862,897,789,1289,978
ENSG00000115041,130,85,99,82,126,120
ENSG00000115042,851,674,704,700,1001,750
ENSG00000115053,27732,21960,20372,20042,29942,20630
ENSG00000115073,2126,1533,1871,1477,2241,1605
ENSG00000115084,1876,1522,1531,1260,1987,1418
ENSG00000115085,5,7,15,4,4,9
ENSG00000115091,5358,4165,4435,3790,6217,4500
ENSG00000115107,656,469,508,462,683,497
ENSG00000115109,4626,3755,3741,3336,5244,3778
ENSG00000115112,0,0,0,0,0,1
ENSG00000115128,2587,2143,2037,1631,3041,2142
ENSG00000115129,171,147,117,134,215,144
ENSG00000115137,405,315,356,275,400,324
ENSG00000115138,0,0,0,0,0,0
ENSG00000115145,897,755,722,602,1034,690
ENSG00000115155,3,0,5,0,2,3
ENSG00000115159,6313,5407,5510,4699,7607,5300
ENSG00000115163,789,686,845,511,916,718
ENSG00000115165,0,0,0,0,1,0
ENSG00000115170,402,335,281,291,466,283
ENSG00000115183,1252,1096,1008,998,1599,1096
ENSG00000115194,337,248,268,260,369,287
ENSG00000115204,2838,2085,2144,2059,3059,2268
ENSG00000115207,1837,1686,1489,1387,2000,1503
ENSG00000115211,1330,1113,1135,935,1366,1031
ENSG00000115216,5742,4550,4910,4093,6402,4745
ENSG00000115221,320,214,227,206,378,280
ENSG00000115226,9,7,5,4,12,4
ENSG00000115232,0,0,0,0,0,0
ENSG00000115233,4119,3480,3274,2894,4917,3225
ENSG00000115234,4648,3797,4000,3408,4887,3666
ENSG00000115239,84,72,54,54,78,55
ENSG00000115241,8915,7117,7055,6677,9670,6666
ENSG00000115252,0,0,0,0,0,0
ENSG00000115255,287,217,197,226,310,216
ENSG00000115257,105,49,100,76,107,73
ENSG00000115263,0,0,0,0,0,0
ENSG00000115266,143,87,89,120,142,105
ENSG00000115267,157,137,134,131,183,128
ENSG00000115268,12451,9488,10384,9581,14410,10520
ENSG00000115271,479,424,412,346,596,403
ENSG00000115274,23,10,19,9,15,15
ENSG00000115275,3932,2976,3484,2632,3818,2871
ENSG00000115282,1182,858,1017,835,1329,917
ENSG00000115286,164,107,129,141,184,141
ENSG00000115289,493,371,413,329,501,348
ENSG00000115290,162,161,128,106,196,133
ENSG00000115295,89,69,58,67,91,65
ENSG00000115297,1,0,1,0,3,0
ENSG00000115306,4947,4084,4093,3664,5371,4118
ENSG00000115307,3217,2433,2568,2384,3536,2590
ENSG00000115310,6187,4750,5128,4491,6825,5053
ENSG00000115317,444,351,421,328,529,364
ENSG00000115318,294,205,211,199,311,218
ENSG00000115325,538,409,425,360,490,332
ENSG00000115339,2122,1745,1806,1448,2324,1688
ENSG00000115350,1104,761,880,796,1244,851
ENSG00000115353,9,7,7,10,14,8
ENSG00000115355,516,424,401,320,601,430
ENSG00000115361,0,0,0,0,0,0
ENSG00000115363,0,1,1,0,0,0
ENSG00000115364,2224,1808,1827,1496,2581,1761
ENSG00000115365,2156,1789,1788,1556,2449,1724
ENSG00000115368,2209,1790,1650,1421,2366,1542
ENSG00000115380,1779,1386,1429,1303,1960,1459
ENSG00000115386,0,2,0,0,0,0
ENSG00000115392,627,474,482,445,676,452
ENSG00000115414,2574,2222,2102,1970,2870,2190
ENSG00000115415,3017,2423,2481,2248,3424,2461
ENSG00000115419,1745,1321,1306,1154,1939,1399
ENSG00000115421,464,341,417,282,439,334
ENSG00000115423,3,3,5,1,6,3
ENSG00000115425,454,394,338,369,587,415
ENSG00000115446,737,617,658,526,934,589
ENSG00000115457,12550,8795,10376,10041,13755,10385
ENSG00000115459,650,488,509,432,660,532
ENSG00000115461,189,157,165,131,196,148
ENSG00000115464,4498,3794,3770,3364,5097,3726
ENSG00000115468,34,19,12,22,22,8
ENSG00000115474,0,0,3,1,1,0
ENSG00000115484,11162,8956,9071,7783,12034,8837
ENSG00000115486,1355,1204,1252,1045,1567,1152
ENSG00000115488,0,0,0,0,0,0
ENSG00000115504,902,720,743,665,1150,783
ENSG00000115507,124,123,123,49,68,58
ENSG00000115514,896,765,738,522,834,633
ENSG00000115520,805,601,712,803,1243,906
ENSG00000115523,0,0,0,0,0,0
ENSG00000115524,10008,8087,8137,7258,11416,8223
ENSG00000115525,91,87,101,64,92,99
ENSG00000115526,639,548,456,410,683,445
ENSG00000115539,1281,1115,1083,966,1561,1092
ENSG00000115540,783,599,569,465,875,597
ENSG00000115541,983,825,727,720,1111,791
ENSG00000115548,1594,1308,1450,1426,2508,1668
ENSG00000115556,77,62,74,58,110,65
ENSG00000115561,1564,1282,1171,1047,1782,1281
ENSG00000115568,1310,1067,1094,932,1309,970
ENSG00000115590,2,0,0,0,0,0
ENSG00000115592,0,0,0,0,0,0
ENSG00000115593,0,0,0,0,0,0
ENSG00000115594,69,54,50,50,59,56
ENSG00000115596,15,5,6,10,8,8
ENSG00000115598,0,0,0,0,0,0
ENSG00000115602,0,0,0,0,0,0
ENSG00000115604,0,3,0,0,0,0
ENSG00000115607,0,0,0,0,0,0
ENSG00000115616,546,431,419,387,572,439
ENSG00000115641,212,152,130,163,292,188
ENSG00000115648,8609,6405,6713,6121,9016,6442
ENSG00000115649,1785,1372,1414,1245,1672,1183
ENSG00000115652,1179,950,963,877,1322,1000
ENSG00000115657,81,71,42,64,84,46
ENSG00000115661,570,406,484,378,579,461
ENSG00000115665,0,0,0,0,0,0
ENSG00000115677,22277,18141,18604,16667,24966,18105
ENSG00000115685,1916,1480,1515,1431,2042,1526
ENSG00000115687,1473,1108,1178,1135,1629,1096
ENSG00000115694,3208,2388,2728,2349,3564,2572
ENSG00000115705,136,123,134,128,205,164
ENSG00000115718,5,9,1,4,11,3
ENSG00000115738,504,475,472,414,730,485
ENSG00000115750,598,543,531,445,752,481
ENSG00000115756,2630,1921,2216,2064,2835,2176
ENSG00000115758,2912,2365,2305,2237,3475,2314
ENSG00000115760,5177,4096,4244,3717,5895,4144
ENSG00000115761,1387,1082,1110,1004,1605,981
ENSG00000115762,3716,3086,3128,2775,4168,3080
ENSG00000115806,2848,2342,2410,1999,3323,2240
ENSG00000115808,1869,1619,1657,1389,2226,1733
ENSG00000115816,1802,1351,1298,1061,1778,1195
ENSG00000115825,1281,1056,1115,908,1556,1056
ENSG00000115827,494,393,354,289,509,369
ENSG00000115828,142,119,120,129,163,129
ENSG00000115839,1653,1363,1333,1178,1844,1363
ENSG00000115840,407,329,308,313,479,340
ENSG00000115841,127,96,107,96,180,111
ENSG00000115844,23,22,14,42,64,33
ENSG00000115850,0,0,3,1,8,1
ENSG00000115866,2461,1968,1931,1569,2754,1803
ENSG00000115875,6658,4808,4594,4369,6700,4422
ENSG00000115884,3666,2681,3111,2724,3783,2892
ENSG00000115896,2,2,2,1,0,0
ENSG00000115902,1350,1094,1076,1026,1441,1073
ENSG00000115904,1599,1199,1235,1005,1802,1206
ENSG00000115919,3689,2935,2920,2645,4271,3185
ENSG00000115935,975,831,787,734,1223,914
ENSG00000115942,1423,1253,1220,951,1602,1157
ENSG00000115944,3335,2852,2740,2512,3892,2800
ENSG00000115946,1239,1027,886,849,1401,937
ENSG00000115947,1360,1085,1038,910,1559,1020
ENSG00000115956,0,0,0,0,0,0
ENSG00000115963,1104,984,908,767,1379,982
ENSG00000115966,857,757,787,580,996,744
ENSG00000115970,1679,1379,1316,1222,2036,1415
ENSG00000115977,993,905,858,757,1213,898
ENSG00000115993,1608,1349,1376,1191,1831,1304
ENSG00000115998,293,266,263,163,284,205
ENSG00000116001,2273,1953,1822,1442,2167,1588
ENSG00000116005,3115,2521,2603,2105,3436,2533
ENSG00000116014,4,2,6,2,13,3
ENSG00000116016,911,727,654,749,1075,720
ENSG00000116017,480,402,506,338,565,462
ENSG00000116030,3844,3256,3140,2649,4531,3138
ENSG00000116031,11,4,7,4,18,12
ENSG00000116032,27,19,23,30,42,33
ENSG00000116035,185,143,129,151,203,131
ENSG00000116039,121,99,86,81,125,91
ENSG00000116044,1978,1566,1535,1447,2555,1650
ENSG00000116062,6226,4638,4497,3869,5519,3768
ENSG00000116095,351,282,286,248,405,297
ENSG00000116096,1800,1349,1547,1246,1700,1367
ENSG00000116106,1044,883,894,817,1310,939
ENSG00000116117,17,17,12,14,25,9
ENSG00000116120,4639,3801,3629,3161,5231,3546
ENSG00000116127,1644,1298,1330,1162,1798,1339
ENSG00000116128,999,831,869,691,980,753
ENSG00000116132,0,0,0,0,0,0
ENSG00000116133,13318,10800,11168,10275,14176,10336
ENSG00000116138,432,375,317,298,460,321
ENSG00000116141,1,6,5,1,3,1
ENSG00000116147,0,0,0,0,0,0
ENSG00000116151,262,183,190,246,332,234
ENSG00000116157,0,0,0,0,0,0
ENSG00000116161,6701,5531,5225,4483,7024,5015
ENSG00000116171,1513,1219,1237,1114,1766,1267
ENSG00000116176,44,17,27,28,40,31
ENSG00000116183,0,0,1,2,0,0
ENSG00000116191,1455,1274,1295,1025,1775,1234
ENSG00000116194,3,0,2,1,3,5
ENSG00000116198,745,615,624,578,878,577
ENSG00000116199,3201,2632,2672,2238,3619,2532
ENSG00000116205,457,357,359,273,478,363
ENSG00000116209,3103,2555,2632,2174,3549,2542
ENSG00000116212,728,587,625,513,830,583
ENSG00000116213,875,647,761,621,896,651
ENSG00000116218,0,0,0,0,0,0
ENSG00000116221,4371,3437,3541,3132,4866,3448
ENSG00000116237,2861,2240,2163,2006,2748,1963
ENSG00000116251,9394,7502,7227,6429,10468,7522
ENSG00000116254,386,226,265,239,362,252
ENSG00000116260,9495,7287,8033,7144,10291,7781
ENSG00000116266,2944,2356,2396,1953,3471,2350
ENSG00000116273,934,751,779,403,582,380
ENSG00000116285,1361,1161,1137,1631,2750,1954
ENSG00000116288,5533,4682,4626,3994,6523,4649
ENSG00000116299,7325,5957,6258,5553,8389,6012
ENSG00000116329,22,22,16,9,18,19
ENSG00000116337,2114,1581,1829,1395,2173,1706
ENSG00000116350,3849,2931,2974,2919,4126,3042
ENSG00000116353,640,486,488,487,665,516
ENSG00000116396,40,36,32,37,40,40
ENSG00000116406,1706,1351,1353,1175,1844,1363
ENSG00000116455,2056,1661,1742,1412,2255,1497
ENSG00000116459,10930,8654,8470,7404,12028,8522
ENSG00000116473,3588,2749,2694,2197,3918,2710
ENSG00000116478,9352,7571,7670,6854,10516,7417
ENSG00000116489,9467,8153,7993,6737,10539,7831
ENSG00000116497,1220,915,929,681,1232,807
ENSG00000116514,565,480,508,475,678,561
ENSG00000116521,1949,1504,1577,1381,2226,1589
ENSG00000116525,550,484,495,415,581,448
ENSG00000116539,3152,2522,2615,2365,3624,2573
ENSG00000116544,39,32,29,36,58,34
ENSG00000116560,16404,12939,12496,14138,21336,14960
ENSG00000116574,242,245,237,165,295,222
ENSG00000116580,1367,1149,1223,997,1546,1145
ENSG00000116584,646,498,542,400,603,539
ENSG00000116586,965,689,760,637,1053,741
ENSG00000116604,669,441,522,582,833,686
ENSG00000116641,1899,1487,1511,1416,2087,1446
ENSG00000116649,3132,2295,2472,2576,3277,2406
ENSG00000116661,2,0,0,1,2,3
ENSG00000116663,388,278,319,256,404,302
ENSG00000116667,2585,2134,2134,1865,3049,2111
ENSG00000116668,50,47,55,41,73,61
ENSG00000116670,1286,948,1072,914,1436,968
ENSG00000116675,529,420,437,417,672,481
ENSG00000116678,61,70,58,56,74,58
ENSG00000116679,4631,3673,3636,3875,6340,4519
ENSG00000116685,1979,1394,1677,1498,2059,1553
ENSG00000116688,3070,2452,2354,2280,3216,2300
ENSG00000116690,4,5,7,9,8,5
ENSG00000116691,478,357,432,363,532,414
ENSG00000116698,5086,4137,4063,3745,5606,4207
ENSG00000116701,2,0,2,0,1,0
ENSG00000116703,0,1,1,0,2,0
ENSG00000116704,1784,1420,1368,1303,2050,1428
ENSG00000116711,0,0,2,2,0,2
ENSG00000116717,582,433,372,649,1065,712
ENSG00000116721,0,0,0,0,0,0
ENSG00000116726,0,0,0,0,0,0
ENSG00000116729,418,296,335,307,450,345
ENSG00000116731,1017,857,844,699,1101,775
ENSG00000116741,12,3,6,24,44,36
ENSG00000116745,0,0,0,0,0,0
ENSG00000116747,1376,1147,1093,922,1415,1012
ENSG00000116748,14,20,19,13,24,17
ENSG00000116750,2781,2272,2118,1887,3024,2021
ENSG00000116752,8672,7375,6896,5775,9590,6803
ENSG00000116754,5136,4076,4125,3470,5907,4123
ENSG00000116761,108,77,101,79,138,100
ENSG00000116771,190,159,176,165,202,185
ENSG00000116774,17,26,17,20,18,23
ENSG00000116783,0,0,0,0,0,0
ENSG00000116785,13,11,9,10,13,11
ENSG00000116786,1789,1442,1492,1277,1889,1430
ENSG00000116791,561,541,517,408,666,510
ENSG00000116793,2978,2451,2492,2089,3260,2378
ENSG00000116809,596,488,504,475,679,534
ENSG00000116815,469,328,370,327,570,415
ENSG00000116819,10,10,16,10,16,7
ENSG00000116824,0,0,0,0,0,0
ENSG00000116830,5879,4566,4799,3962,6224,4583
ENSG00000116833,66,64,53,46,76,53
ENSG00000116852,30,12,27,22,29,28
ENSG00000116857,3035,2372,2666,2198,3504,2559
ENSG00000116863,992,746,680,649,899,693
ENSG00000116871,1757,1341,1640,1307,1806,1482
ENSG00000116874,712,574,571,496,775,512
ENSG00000116882,0,0,0,0,0,0
ENSG00000116885,141,112,114,131,174,107
ENSG00000116898,2382,1908,1953,1620,2709,1887
ENSG00000116903,318,298,249,229,277,232
ENSG00000116906,719,544,557,468,773,603
ENSG00000116918,490,430,368,335,550,409
ENSG00000116922,847,760,711,569,891,608
ENSG00000116954,327,230,270,212,327,247
ENSG00000116957,693,628,570,521,832,563
ENSG00000116962,0,0,0,0,0,0
ENSG00000116977,1084,881,958,737,1230,898
ENSG00000116981,0,0,0,0,0,0
ENSG00000116983,11,12,7,9,6,8
ENSG00000116984,1591,1269,1293,1118,1721,1245
ENSG00000116985,467,315,398,322,473,363
ENSG00000116990,71,67,41,24,53,43
ENSG00000116991,1158,936,922,953,1359,1089
ENSG00000116996,0,0,0,0,0,0
ENSG00000117000,875,748,756,643,1098,786
ENSG00000117009,13,11,25,7,20,11
ENSG00000117010,83,57,68,37,66,65
ENSG00000117013,23,18,28,24,30,30
ENSG00000117016,112,119,120,104,146,121
ENSG00000117020,5,1,2,2,7,3
ENSG00000117036,586,455,422,408,653,485
ENSG00000117054,957,747,779,705,1102,771
ENSG00000117069,2,2,2,1,1,3
ENSG00000117090,0,0,0,0,0,0
ENSG00000117091,0,0,0,0,0,0
ENSG00000117114,4,6,10,6,9,3
ENSG00000117115,1099,867,934,859,1264,950
ENSG00000117118,2774,2171,2234,1962,3153,2087
ENSG00000117122,23,11,22,15,31,16
ENSG00000117133,756,601,525,489,763,583
ENSG00000117139,5864,4967,5205,3953,6569,4963
ENSG00000117143,1481,1325,1229,1104,1808,1243
ENSG00000117148,51,48,44,43,68,41
ENSG00000117151,326,251,237,215,378,302
