,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAARAAPEI-220-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAABRAAPEI-221-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAACRAAPEI-222-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAADRAAPEI-223-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAERAAPEI-225-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAFRAAPEI-227-counts.tsv
ENSG00000129596,0,1,1,0,2,1
ENSG00000129625,5390,4243,4026,4339,5050,4387
ENSG00000129636,1482,1169,1168,1190,1436,1332
ENSG00000129646,66,43,50,43,65,45
ENSG00000129654,1,0,2,4,2,2
ENSG00000129657,1029,837,872,860,1002,940
ENSG00000129667,356,274,339,349,413,344
ENSG00000129673,6,6,7,4,4,5
ENSG00000129675,58,29,38,46,50,53
ENSG00000129680,191,165,148,139,173,162
ENSG00000129682,8,2,1,1,1,4
ENSG00000129691,1173,1008,956,1003,1149,972
ENSG00000129696,305,223,262,230,256,260
ENSG00000129744,0,0,0,0,0,0
ENSG00000129749,34,9,14,16,11,13
ENSG00000129757,3,6,1,4,5,4
ENSG00000129810,578,570,556,541,610,634
ENSG00000129824,0,0,0,0,0,0
ENSG00000129862,0,0,0,0,0,0
ENSG00000129864,0,0,0,0,0,0
ENSG00000129873,0,0,0,0,0,0
ENSG00000129910,11,5,2,7,12,6
ENSG00000129911,538,408,443,446,506,435
ENSG00000129925,1763,1329,1475,1450,1661,1438
ENSG00000129932,532,326,379,427,445,365
ENSG00000129933,3076,2311,2493,2516,2843,2405
ENSG00000129946,1,0,0,0,1,2
ENSG00000129951,9,6,3,4,4,5
ENSG00000129965,0,0,0,0,0,0
ENSG00000129968,2282,1417,1837,1667,2077,1713
ENSG00000129988,1,1,7,3,3,1
ENSG00000129990,0,1,0,0,1,1
ENSG00000129991,0,0,0,0,0,0
ENSG00000129993,955,674,768,785,869,792
ENSG00000130005,13,8,8,5,6,8
ENSG00000130021,68,62,40,54,85,50
ENSG00000130023,839,625,653,656,816,658
ENSG00000130024,3063,2370,2295,2455,2901,2594
ENSG00000130032,0,0,0,0,0,0
ENSG00000130035,0,0,0,0,0,0
ENSG00000130037,0,0,0,0,0,0
ENSG00000130038,238,217,226,202,247,218
ENSG00000130045,72,68,54,70,76,67
ENSG00000130052,15,23,21,17,33,29
ENSG00000130054,163,117,133,132,145,125
ENSG00000130055,11,5,4,10,8,6
ENSG00000130066,938,806,861,1353,1815,1613
ENSG00000130119,1142,922,937,986,1166,996
ENSG00000130147,1700,1407,1499,1338,1547,1478
ENSG00000130150,446,380,360,358,443,418
ENSG00000130158,1776,1454,1608,1517,1739,1681
ENSG00000130159,977,794,799,799,989,841
ENSG00000130164,4937,3974,4439,4291,5144,4736
ENSG00000130165,2410,1766,1838,1746,2113,1686
ENSG00000130167,7,5,2,5,4,5
ENSG00000130173,57,46,54,45,43,71
ENSG00000130175,8561,6617,6697,6735,7951,7090
ENSG00000130176,0,0,0,0,0,0
ENSG00000130177,1554,1314,1185,1191,1420,1195
ENSG00000130182,2,0,0,0,0,1
ENSG00000130193,1962,1461,1474,1590,1860,1477
ENSG00000130201,4,1,0,2,1,0
ENSG00000130202,4867,3874,4396,3918,4610,4353
ENSG00000130203,85,55,70,75,71,56
ENSG00000130204,5947,4139,4277,4648,5214,4226
ENSG00000130208,5,3,6,1,6,5
ENSG00000130222,224,195,231,130,164,136
ENSG00000130224,0,0,0,0,0,0
ENSG00000130226,1,0,0,1,0,0
ENSG00000130227,2756,2348,2429,2283,2745,2410
ENSG00000130234,37,22,22,28,23,38
ENSG00000130244,742,501,613,538,648,569
ENSG00000130254,2351,1702,1822,1830,2105,1785
ENSG00000130255,12247,9042,9706,9589,10908,9641
ENSG00000130270,21,25,26,27,35,21
ENSG00000130283,0,0,0,0,0,0
ENSG00000130287,0,3,1,1,0,1
ENSG00000130294,108,95,119,90,112,87
ENSG00000130299,1263,898,967,1007,1195,976
ENSG00000130300,0,0,0,0,0,1
ENSG00000130303,763,619,591,553,643,581
ENSG00000130304,222,165,188,157,194,194
ENSG00000130305,1435,1019,1078,1116,1229,1051
ENSG00000130307,10,5,10,6,4,7
ENSG00000130309,2099,1603,1685,1670,1947,1699
ENSG00000130311,826,632,795,742,874,749
ENSG00000130312,1018,756,841,744,920,813
ENSG00000130313,525,386,408,365,471,391
ENSG00000130332,1352,1018,1136,1087,1273,1062
ENSG00000130338,833,649,644,623,741,686
ENSG00000130340,1000,840,875,944,977,952
ENSG00000130347,297,232,301,250,323,231
ENSG00000130348,795,605,673,723,823,620
ENSG00000130349,414,303,355,355,362,340
ENSG00000130363,253,204,220,195,223,216
ENSG00000130368,1,0,0,0,0,0
ENSG00000130377,5,2,3,4,3,3
ENSG00000130382,2698,2026,2209,2114,2380,2042
ENSG00000130383,0,0,0,0,0,2
ENSG00000130385,0,0,0,0,0,0
ENSG00000130396,2925,2419,2458,2495,2602,2466
ENSG00000130402,10884,8230,8759,8859,10410,8958
ENSG00000130413,3,0,1,0,0,0
ENSG00000130414,3011,2543,2557,2523,3019,2522
ENSG00000130427,5,5,5,1,3,5
ENSG00000130429,2685,2056,2134,2164,2601,2276
ENSG00000130433,0,1,0,0,0,1
ENSG00000130449,617,462,410,491,515,480
ENSG00000130475,677,559,620,562,680,577
ENSG00000130477,61,29,45,27,47,40
ENSG00000130479,370,299,359,347,345,310
ENSG00000130487,1,1,4,1,1,1
ENSG00000130489,121,93,85,75,101,85
ENSG00000130508,3349,2657,2912,2678,3270,2981
ENSG00000130511,2034,1330,1637,1553,1752,1515
ENSG00000130513,711,422,508,1209,1560,1187
ENSG00000130517,694,588,712,518,588,594
ENSG00000130518,79,41,71,52,57,57
ENSG00000130520,7767,5981,6746,6064,7395,6416
ENSG00000130522,3589,2036,3028,3724,4053,3974
ENSG00000130528,10,4,8,6,4,9
ENSG00000130529,1059,786,863,793,1063,888
ENSG00000130538,0,0,0,0,0,0
ENSG00000130540,0,0,0,1,0,1
ENSG00000130544,183,132,124,105,149,121
ENSG00000130545,360,258,307,267,351,313
ENSG00000130558,3269,2392,2431,2579,2840,2482
ENSG00000130559,2257,1827,1993,1838,2057,1926
ENSG00000130560,2169,1524,1702,1604,1886,1595
ENSG00000130561,0,3,4,5,3,1
ENSG00000130584,810,604,715,652,776,767
ENSG00000130589,2602,1851,2292,1989,2309,2227
ENSG00000130590,382,263,353,319,392,345
ENSG00000130592,2,1,1,0,0,0
ENSG00000130595,0,0,0,0,0,0
ENSG00000130598,116,70,61,82,89,47
ENSG00000130635,1311,955,1227,1185,1395,1264
ENSG00000130638,2571,2116,2004,2174,2437,2110
ENSG00000130640,2931,2306,2642,2528,3005,2640
ENSG00000130643,0,2,1,1,5,2
ENSG00000130649,27,23,17,35,30,17
ENSG00000130653,317,234,280,267,302,277
ENSG00000130656,2,0,3,2,2,0
ENSG00000130669,3643,2795,3266,2890,3295,3179
ENSG00000130675,774,569,653,597,686,660
ENSG00000130684,133,125,136,140,144,131
ENSG00000130695,1724,1389,1496,1363,1667,1459
ENSG00000130699,1955,1567,1581,1615,1874,1587
ENSG00000130700,7,3,9,13,2,7
ENSG00000130701,784,528,617,600,729,617
ENSG00000130702,13522,9896,12003,11333,12596,11718
ENSG00000130703,2109,1705,1835,1751,2109,1969
ENSG00000130706,4959,3896,3887,3985,4628,3621
ENSG00000130707,23861,19364,19857,19854,23028,20066
ENSG00000130711,10,5,3,5,9,6
ENSG00000130713,2290,1788,1675,1756,2095,1754
ENSG00000130714,690,549,563,589,730,624
ENSG00000130717,1500,1059,1168,1148,1340,1067
ENSG00000130720,892,632,773,737,846,838
ENSG00000130723,10821,8762,9788,8501,9817,9503
ENSG00000130724,700,511,523,526,592,527
ENSG00000130725,2627,1893,2081,2043,2398,2067
ENSG00000130726,14325,10506,11155,11748,13203,11203
ENSG00000130731,2590,1868,2214,2071,2291,2138
ENSG00000130733,1562,1145,1360,1200,1528,1338
ENSG00000130734,1062,814,945,885,1053,918
ENSG00000130741,11584,9494,9449,9565,10982,9807
ENSG00000130748,588,297,434,397,453,438
ENSG00000130749,1948,1578,1477,1438,1546,1365
ENSG00000130751,40,22,37,17,21,31
ENSG00000130755,4,4,1,1,1,0
ENSG00000130758,431,324,398,368,407,384
ENSG00000130762,1291,888,1037,1048,1156,1042
ENSG00000130764,1143,831,903,867,1067,869
ENSG00000130766,975,683,816,765,897,768
ENSG00000130768,214,182,201,185,204,158
ENSG00000130770,3678,3003,3037,2866,3297,3043
ENSG00000130772,455,385,397,327,389,356
ENSG00000130775,5,8,5,5,5,4
ENSG00000130779,2299,1781,1888,1891,2189,1894
ENSG00000130783,5,10,4,4,10,8
ENSG00000130787,2477,1869,2204,2025,2293,2288
ENSG00000130803,792,609,618,543,698,573
ENSG00000130810,128,106,115,98,118,73
ENSG00000130811,3866,2981,3163,3149,3692,3047
ENSG00000130812,8,5,7,6,4,10
ENSG00000130813,116,100,111,89,104,109
ENSG00000130816,10348,8131,8369,8590,9764,8178
ENSG00000130818,71,51,68,54,55,49
ENSG00000130821,804,597,695,717,774,639
ENSG00000130822,11,1,5,5,3,4
ENSG00000130826,5610,4442,4231,4488,5194,4087
ENSG00000130827,8790,6460,7620,7252,8331,7238
ENSG00000130829,214,130,181,156,190,152
ENSG00000130830,0,0,2,1,2,1
ENSG00000130844,838,719,652,677,892,682
ENSG00000130856,669,568,523,606,685,592
ENSG00000130876,0,0,2,1,0,1
ENSG00000130881,1525,1075,1293,1172,1342,1194
ENSG00000130921,354,320,327,235,349,279
ENSG00000130935,6778,5599,5102,5267,6082,5089
ENSG00000130939,1989,1541,1730,1669,1847,1800
ENSG00000130940,658,469,579,535,588,570
ENSG00000130943,8,8,13,8,23,10
ENSG00000130948,2,0,1,0,0,0
ENSG00000130950,0,0,0,0,1,1
ENSG00000130956,333,244,251,231,300,283
ENSG00000130957,16,4,10,6,15,16
ENSG00000130958,358,298,325,311,377,354
ENSG00000130962,24,13,17,13,12,9
ENSG00000130985,18031,14685,15757,14976,17754,16315
ENSG00000130988,4,1,0,0,1,2
ENSG00000130997,16,14,12,10,12,19
ENSG00000131013,791,646,716,690,775,679
ENSG00000131015,87,57,62,62,62,60
ENSG00000131016,31,34,33,37,45,35
ENSG00000131018,93,83,94,69,104,84
ENSG00000131019,8,5,9,8,11,2
ENSG00000131023,1187,1040,980,1047,1161,1110
ENSG00000131037,1280,932,1066,971,1146,1099
ENSG00000131042,0,0,0,0,0,0
ENSG00000131043,1090,858,864,817,1052,819
ENSG00000131044,11,4,9,14,2,8
ENSG00000131050,1,2,0,0,0,0
ENSG00000131051,7733,6092,6152,6174,7048,6281
ENSG00000131055,0,0,0,0,0,0
ENSG00000131059,0,0,0,0,0,0
ENSG00000131061,254,212,193,193,274,263
ENSG00000131067,550,425,529,461,511,507
ENSG00000131068,0,0,0,0,0,0
ENSG00000131069,926,624,804,700,831,784
ENSG00000131080,94,73,63,84,103,64
ENSG00000131089,807,602,730,680,819,661
ENSG00000131094,84,76,70,71,105,89
ENSG00000131095,1,0,0,0,0,1
ENSG00000131096,3,4,1,2,3,1
ENSG00000131097,0,0,0,0,1,1
ENSG00000131100,3172,2477,2516,2606,3059,2508
ENSG00000131115,187,167,131,150,157,145
ENSG00000131116,133,89,91,99,111,121
ENSG00000131126,0,0,2,0,0,0
ENSG00000131127,147,127,109,101,135,121
ENSG00000131142,1,2,0,1,1,0
ENSG00000131143,11430,9442,9403,9405,10962,9387
ENSG00000131148,1818,1436,1493,1490,1627,1461
ENSG00000131149,14458,11366,12057,12338,14546,12387
ENSG00000131153,3655,2739,2765,3036,3339,2728
ENSG00000131165,6519,5060,5397,5307,6335,5314
ENSG00000131171,3983,3219,3132,3301,3865,3380
ENSG00000131174,3136,2848,2530,2691,3031,2693
ENSG00000131183,2,2,2,3,1,1
ENSG00000131187,210,124,172,154,159,163
ENSG00000131188,858,491,696,604,669,641
ENSG00000131196,331,250,281,229,277,275
ENSG00000131203,0,0,0,0,0,0
ENSG00000131233,2,2,2,0,1,1
ENSG00000131236,6645,5502,5651,5519,6548,5760
ENSG00000131238,7198,5970,5942,6038,7381,6071
ENSG00000131242,1679,1323,1497,1421,1541,1405
ENSG00000131263,1542,1389,1291,1308,1426,1350
ENSG00000131264,0,0,0,0,0,0
ENSG00000131269,565,439,444,444,569,507
ENSG00000131323,1238,913,962,963,1097,893
ENSG00000131351,867,718,768,661,811,659
ENSG00000131355,0,0,0,0,0,0
ENSG00000131368,4414,3278,3280,3693,4183,3371
ENSG00000131370,1459,1032,1107,1219,1322,1129
ENSG00000131373,410,381,346,348,465,353
ENSG00000131374,2092,1687,1716,1737,2004,1814
ENSG00000131375,2618,2123,2172,2222,2539,2254
ENSG00000131378,139,136,136,121,141,109
ENSG00000131379,2,0,1,3,3,2
ENSG00000131381,2129,1741,1832,1796,2036,1837
ENSG00000131386,0,0,0,1,0,0
ENSG00000131389,2196,1590,1824,1796,2004,1800
ENSG00000131398,721,534,518,609,735,600
ENSG00000131400,74,55,42,41,43,57
ENSG00000131408,1284,1007,1213,1048,1290,1237
ENSG00000131409,7,10,5,3,2,10
ENSG00000131435,0,1,1,0,0,0
ENSG00000131437,537,504,448,450,514,464
ENSG00000131446,2134,1635,1753,1629,1873,1668
ENSG00000131459,160,131,135,131,159,158
ENSG00000131462,2768,2286,2358,2270,2753,2377
ENSG00000131467,3594,2744,2688,2836,3273,2742
ENSG00000131469,11718,9507,9462,9387,11018,9414
ENSG00000131470,303,225,216,232,277,239
ENSG00000131471,38,27,28,37,36,40
ENSG00000131473,10480,8478,8898,8553,10113,9287
ENSG00000131475,1497,1295,1211,1276,1558,1265
ENSG00000131477,14,5,14,13,6,12
ENSG00000131480,62,39,37,29,46,33
ENSG00000131482,0,0,0,0,0,0
ENSG00000131495,551,374,446,401,475,444
ENSG00000131503,102,91,98,88,95,90
ENSG00000131504,7708,6199,6179,6662,7597,6554
ENSG00000131507,2283,1845,1872,1918,2131,2021
ENSG00000131508,2475,2019,2064,2029,2309,2122
ENSG00000131558,2075,1671,1691,1663,1830,1700
ENSG00000131584,1954,1299,1454,1627,1718,1330
ENSG00000131591,639,463,532,531,604,589
ENSG00000131620,20,5,11,9,14,10
ENSG00000131626,3303,2630,2610,2679,3163,2717
ENSG00000131634,18,13,11,19,12,11
ENSG00000131650,712,488,617,533,627,582
ENSG00000131652,924,811,775,875,1018,852
ENSG00000131653,3562,2686,3037,2824,3394,3002
ENSG00000131668,9,2,5,1,4,3
ENSG00000131669,3131,2342,2564,2450,2879,2523
ENSG00000131686,0,0,0,0,0,0
ENSG00000131697,837,604,619,698,826,646
ENSG00000131711,95,74,79,78,71,71
ENSG00000131721,0,0,0,0,0,0
ENSG00000131724,2918,2338,2251,2396,2775,2617
ENSG00000131725,761,661,692,623,678,648
ENSG00000131730,39,27,38,39,46,55
ENSG00000131732,837,717,604,609,747,659
ENSG00000131737,0,0,0,0,0,0
ENSG00000131738,0,0,0,0,0,0
ENSG00000131746,42,20,27,26,29,31
ENSG00000131747,10477,10153,10867,8768,11347,11676
ENSG00000131748,904,644,672,655,804,692
ENSG00000131759,1545,1160,1132,1324,1416,1155
ENSG00000131771,1,1,1,1,4,4
ENSG00000131773,34,32,30,23,33,30
ENSG00000131778,3794,3140,3091,3335,3682,3347
ENSG00000131779,1166,970,996,906,1095,946
ENSG00000131781,288,234,238,232,269,286
ENSG00000131788,5987,4699,5285,4837,5519,5433
ENSG00000131791,1944,1574,1681,1529,1856,1716
ENSG00000131808,0,0,0,0,0,0
ENSG00000131828,3849,3092,3030,2910,3619,3052
ENSG00000131831,36,18,15,39,27,22
ENSG00000131844,8093,6696,6850,6693,7651,7112
ENSG00000131845,232,181,216,146,155,156
ENSG00000131848,72,67,78,87,103,82
ENSG00000131849,77,55,53,54,62,77
ENSG00000131864,0,0,0,0,0,0
ENSG00000131871,1459,1076,1025,1170,1360,1093
ENSG00000131873,763,513,567,647,715,580
ENSG00000131876,2948,2289,2172,2311,2625,2264
ENSG00000131899,1242,901,985,1009,1279,1039
ENSG00000131910,3,3,0,1,0,2
ENSG00000131914,3,4,0,2,0,0
ENSG00000131931,366,301,279,304,311,316
ENSG00000131941,907,751,791,838,939,791
ENSG00000131943,559,404,458,442,481,466
ENSG00000131944,199,146,164,154,186,142
ENSG00000131951,1,0,1,0,0,2
ENSG00000131966,1601,1326,1299,1421,1544,1331
ENSG00000131969,1,0,0,1,1,3
ENSG00000131979,1684,1189,1295,1430,1590,1338
ENSG00000131981,8657,6671,6837,6606,7892,6928
ENSG00000132000,76,55,60,48,57,52
ENSG00000132002,6280,4679,5733,5259,6367,5939
ENSG00000132003,178,160,199,132,174,192
ENSG00000132004,486,369,369,428,448,408
ENSG00000132005,643,419,613,495,566,531
ENSG00000132010,5,1,7,6,2,6
ENSG00000132016,170,103,122,146,138,91
ENSG00000132017,1760,1260,1499,1349,1593,1465
ENSG00000132024,2588,1923,2217,2107,2474,2104
ENSG00000132026,2,2,7,4,3,2
ENSG00000132031,23,33,29,43,37,20
ENSG00000132109,61,62,64,65,67,56
ENSG00000132122,12,7,2,6,5,6
ENSG00000132128,2245,1803,1958,1893,2334,1862
ENSG00000132141,22,14,24,19,16,23
ENSG00000132153,3253,2512,2534,2586,3018,2495
ENSG00000132155,5914,4694,4849,4958,5765,4898
ENSG00000132164,0,0,0,0,0,0
ENSG00000132170,17,12,19,15,15,17
ENSG00000132182,15315,11831,12511,12655,14396,12381
ENSG00000132185,0,0,0,0,0,0
ENSG00000132196,383,322,375,332,382,375
ENSG00000132199,3280,2539,2403,2712,3068,2631
ENSG00000132205,17,13,20,10,10,12
ENSG00000132207,0,1,1,2,1,3
ENSG00000132254,3031,2381,2584,2699,3145,2645
ENSG00000132256,200,128,148,134,188,183
ENSG00000132259,4,5,6,4,4,1
ENSG00000132274,52,45,46,47,68,31
ENSG00000132275,493,343,387,365,424,365
ENSG00000132286,475,385,344,439,454,408
ENSG00000132294,2454,1998,2048,2011,2272,2015
ENSG00000132297,5,0,3,3,10,4
ENSG00000132300,3085,2639,2501,2570,3013,2707
ENSG00000132305,4768,4022,3947,3951,4769,3861
ENSG00000132313,1672,1465,1323,1337,1553,1342
ENSG00000132321,13,24,7,24,14,10
ENSG00000132323,856,651,680,715,808,708
ENSG00000132326,685,506,484,523,611,502
ENSG00000132329,49,33,47,40,46,36
ENSG00000132330,82,65,55,77,88,83
ENSG00000132334,253,218,233,223,243,217
ENSG00000132341,17886,14545,14338,14706,16837,14108
ENSG00000132356,3816,3070,2994,3153,3654,3173
ENSG00000132357,0,1,2,2,1,0
ENSG00000132359,1342,1085,1180,1114,1376,1276
ENSG00000132361,5389,3744,4087,4296,4870,4072
ENSG00000132376,354,240,293,260,319,262
ENSG00000132382,3072,2378,2490,2622,2799,2370
ENSG00000132383,3351,2676,2651,2709,3122,2786
ENSG00000132386,90,73,77,85,75,62
ENSG00000132388,1341,1065,1103,1111,1176,1115
ENSG00000132394,623,458,470,487,585,508
ENSG00000132405,521,418,453,420,501,415
ENSG00000132406,343,244,224,255,317,277
ENSG00000132423,639,548,511,502,567,540
ENSG00000132424,3426,2795,2993,2705,3229,3046
ENSG00000132429,16,13,15,17,20,23
ENSG00000132432,2643,2120,2132,2168,2498,2153
ENSG00000132434,718,631,566,638,709,577
ENSG00000132436,1570,1225,1142,1085,1361,1123
ENSG00000132437,39,19,26,29,36,39
ENSG00000132446,0,0,0,0,0,0
ENSG00000132463,4891,3963,3800,3877,4361,3778
ENSG00000132464,0,0,0,0,0,0
ENSG00000132465,0,0,0,1,0,0
ENSG00000132466,4456,3619,3529,3308,3775,3356
ENSG00000132467,1317,1091,1084,971,1233,1090
ENSG00000132470,5358,4010,4586,4567,5285,4589
ENSG00000132471,1011,874,1028,810,1068,1041
ENSG00000132475,54701,44874,44952,45362,52965,46258
ENSG00000132478,1415,1147,1220,1190,1379,1289
ENSG00000132481,28,30,28,12,41,14
ENSG00000132485,2720,2113,2009,2069,2254,2224
ENSG00000132507,8191,6454,6261,6901,7943,6706
ENSG00000132510,1142,897,1030,988,1185,1064
ENSG00000132514,0,0,0,0,0,0
ENSG00000132517,33,18,7,16,18,19
ENSG00000132518,0,0,0,0,0,0
ENSG00000132522,55,45,56,34,41,29
ENSG00000132530,0,0,0,0,0,0
ENSG00000132535,154,112,137,145,182,186
ENSG00000132541,1627,1290,1230,1252,1565,1372
ENSG00000132549,3327,2718,2714,2813,3354,3087
ENSG00000132554,5,13,7,10,13,6
ENSG00000132561,935,734,791,760,941,763
ENSG00000132563,142,107,121,112,148,122
ENSG00000132570,420,350,353,292,383,333
ENSG00000132581,831,675,651,681,741,685
ENSG00000132589,2686,2126,2422,2275,2705,2444
ENSG00000132591,1586,1362,1297,1234,1559,1306
ENSG00000132600,1575,1165,1232,1326,1509,1173
ENSG00000132603,2087,1541,1351,1603,1781,1502
ENSG00000132604,1004,813,746,779,928,762
ENSG00000132612,1753,1381,1342,1316,1632,1361
ENSG00000132613,1120,873,960,816,951,888
ENSG00000132622,53,28,33,43,34,45
ENSG00000132623,447,348,340,371,400,361
ENSG00000132631,0,0,0,0,0,0
ENSG00000132635,1141,757,958,823,1058,876
ENSG00000132639,4,7,1,0,3,3
ENSG00000132640,1292,1073,1115,1080,1167,1121
ENSG00000132646,6964,4969,4621,5453,6064,4663
ENSG00000132661,839,646,634,601,717,615
ENSG00000132664,736,559,631,602,748,566
ENSG00000132669,7,7,10,6,9,10
ENSG00000132670,1357,1123,1086,1120,1333,1227
ENSG00000132671,0,0,0,0,0,0
ENSG00000132676,3328,2704,2574,2661,3249,2609
ENSG00000132677,146,86,105,100,108,92
ENSG00000132680,1712,1426,1475,1532,1787,1578
ENSG00000132681,0,0,0,0,0,0
ENSG00000132688,297,205,224,237,276,204
ENSG00000132692,5,5,13,3,9,3
ENSG00000132693,0,0,0,0,0,0
ENSG00000132694,1458,1151,1105,1151,1459,1228
ENSG00000132698,1552,1220,1313,1282,1536,1360
ENSG00000132702,12,6,9,6,10,14
ENSG00000132703,0,0,0,0,0,0
ENSG00000132704,0,0,0,0,0,0
ENSG00000132716,1297,1021,1041,1083,1239,1052
ENSG00000132718,2,2,0,2,1,1
ENSG00000132740,615,422,536,463,549,487
ENSG00000132744,0,1,1,3,1,0
ENSG00000132746,2104,1701,1778,1644,2048,1701
ENSG00000132749,472,362,394,383,374,379
ENSG00000132763,320,266,285,254,297,328
ENSG00000132768,1514,1129,1155,1187,1427,1086
ENSG00000132773,627,414,378,459,512,339
ENSG00000132780,6549,5141,4840,5266,6125,5111
ENSG00000132781,1030,781,755,802,911,718
ENSG00000132792,1327,1066,1095,1181,1250,1072
ENSG00000132793,1600,1273,1451,1344,1616,1493
ENSG00000132801,224,166,164,96,144,119
ENSG00000132819,2235,1663,1812,1739,2154,1707
ENSG00000132821,0,0,2,1,2,0
ENSG00000132823,1109,921,975,832,1049,870
ENSG00000132824,3130,2621,2650,2681,3010,2910
ENSG00000132825,1034,833,901,548,672,635
ENSG00000132837,4,5,4,6,3,4
ENSG00000132840,0,0,0,0,0,0
ENSG00000132842,2120,1741,1767,1624,1979,1794
ENSG00000132846,76,77,49,51,61,59
ENSG00000132849,2308,1922,2007,2012,2298,2239
ENSG00000132854,0,0,1,0,0,0
ENSG00000132855,2,0,5,5,3,9
ENSG00000132872,0,0,0,0,0,0
ENSG00000132874,3,0,4,2,3,4
ENSG00000132879,152,126,151,134,156,163
ENSG00000132881,143,97,122,124,103,80
ENSG00000132906,208,180,169,149,191,184
ENSG00000132911,0,0,0,0,1,0
ENSG00000132912,1868,1676,1484,1533,1861,1522
ENSG00000132915,187,111,128,142,164,147
ENSG00000132932,1604,1177,1118,1168,1326,1211
ENSG00000132938,6,8,5,9,7,9
ENSG00000132950,577,430,441,418,503,449
ENSG00000132952,382,286,309,294,313,335
ENSG00000132953,1565,1372,1275,1166,1506,1268
ENSG00000132958,0,0,1,0,0,0
ENSG00000132963,3443,3064,2876,3041,3420,3038
ENSG00000132964,781,608,730,670,740,679
ENSG00000132965,1,0,0,0,0,1
ENSG00000132970,392,277,298,319,388,358
ENSG00000132972,0,0,0,1,0,0
ENSG00000132975,0,0,0,0,0,0
ENSG00000133019,33,30,24,24,44,42
ENSG00000133020,0,0,0,0,0,0
ENSG00000133026,2094,1678,1755,1665,1865,1949
ENSG00000133027,332,259,293,301,350,289
ENSG00000133028,1361,1058,971,978,1126,983
ENSG00000133030,3471,2532,2822,2875,3357,2813
ENSG00000133048,3,1,2,2,0,5
ENSG00000133055,15,4,3,9,4,4
ENSG00000133056,3053,2540,2638,2571,2937,2732
ENSG00000133059,2423,1941,1909,1977,2333,2088
ENSG00000133063,3,0,2,3,4,3
ENSG00000133065,3116,2507,2558,2425,2922,2652
ENSG00000133067,0,2,1,0,1,1
ENSG00000133069,62,44,46,73,77,58
ENSG00000133083,809,594,600,672,721,637
ENSG00000133101,51,50,47,43,56,49
ENSG00000133103,838,727,686,686,809,762
ENSG00000133104,895,721,663,718,837,674
ENSG00000133105,0,0,0,0,0,0
ENSG00000133106,1,2,1,1,1,1
ENSG00000133107,0,0,0,0,0,1
ENSG00000133110,1,0,0,0,0,0
ENSG00000133111,191,138,142,176,195,164
ENSG00000133112,17828,14574,13698,15048,17247,15414
ENSG00000133114,677,581,567,558,718,554
ENSG00000133115,0,0,0,0,0,0
ENSG00000133116,12,1,9,4,7,2
ENSG00000133119,2092,1720,1676,1747,2039,1754
ENSG00000133121,410,322,333,332,420,349
ENSG00000133124,0,2,0,0,1,0
ENSG00000133131,1977,1503,1469,1596,1723,1555
ENSG00000133134,45,24,35,19,24,28
ENSG00000133135,0,0,0,0,0,0
ENSG00000133138,641,547,509,511,643,568
ENSG00000133142,4759,3781,3823,3509,4377,3881
ENSG00000133169,0,0,0,0,1,0
ENSG00000133193,427,268,294,297,343,313
ENSG00000133195,616,488,492,479,532,498
ENSG00000133216,420,335,308,261,336,306
ENSG00000133226,2676,2174,2112,1997,2416,2119
ENSG00000133243,1745,1324,1607,1487,1775,1542
ENSG00000133246,10,12,15,7,11,11
ENSG00000133247,1791,1238,1521,1420,1671,1540
ENSG00000133250,265,203,197,213,249,204
ENSG00000133256,1,1,2,0,4,1
ENSG00000133265,1528,1132,1313,1155,1416,1212
ENSG00000133275,2058,1338,1564,1570,1742,1533
ENSG00000133302,663,552,515,535,599,561
ENSG00000133313,3575,2829,2796,2817,3358,2841
ENSG00000133315,1400,874,1173,1027,1228,1135
ENSG00000133316,876,658,690,676,726,609
ENSG00000133317,0,0,0,0,0,0
ENSG00000133318,4555,3973,3914,4018,4463,4079
ENSG00000133321,18,21,15,22,26,14
ENSG00000133328,33,36,32,36,43,30
ENSG00000133392,33,27,36,27,31,35
ENSG00000133393,919,758,681,782,840,826
ENSG00000133398,1182,900,888,963,1092,944
ENSG00000133401,243,197,240,184,225,221
ENSG00000133422,1861,1592,1494,1461,1737,1536
ENSG00000133424,1489,1096,1202,1164,1258,1186
ENSG00000133433,0,0,0,0,0,0
ENSG00000133454,0,2,0,0,0,0
ENSG00000133460,457,330,312,361,406,334
